,title,type,episodes
16829,"""Aesop"" no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",movie,1.0
4246,"""Bungaku Shoujo"" Kyou no Oyatsu: Hatsukoi",ova,1.0
9969,"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",movie,1.0
18919,#Compass 2.0: Sentou Setsuri Kaiseki System,,
6911,.hack//G.U. Trilogy: Parody Mode,special,1.0
7749,.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,special,3.0
7675,.hack//Tasogare no Udewa Densetsu: Offline de Aimashou,special,1.0
3965,.hack//The Movie: Sekai no Mukou ni,movie,1.0
7870,.hack//Versus: The Thanatos Report,special,1.0
6125,009 Re:Cyborg,movie,1.0
13837,009 Re:Cyborg x Zip,ona,10.0
8014,009-1: R&B,special,1.0
10088,00:08,movie,1.0
9581,10-pun de Oitsukeru: Shingeki no Kyojin,ona,1.0
10149,100-man-nen Chikyuu no Tabi: Bander Book,special,1.0
6890,1000-nen Joou: Queen Millennia,movie,1.0
14599,11:08,ona,1.0
6596,11eyes: Momoiro Genmutan,special,1.0
20576,12 Shengxiao Guanjiafu: Wangluo Shijie Lixian,tv,12.0
5481,12-sai.: Chicchana Mune no Tokimeki,tv,12.0
5362,12-sai.: Chicchana Mune no Tokimeki 2nd Season,tv,12.0
13602,15-fun de Wakaru Inazuma Eleven: Ares no Tenbin,ona,1.0
12419,15-fun de Wakaru: Kami no Tou,ona,2.0
9668,15-pun de Oitsukeru: Shingeki no Kyojin,ona,1.0
16357,16bit Sensation: Another Layer,tv,
14414,2.43 Mini Anime: Fukui-ben Kouza,ona,8.0
14210,2.43 Mini Anime: Inside Story,ona,10.0
13895,2.43 Mini Anime: Volleyball Kouza,ona,10.0
5706,2.43: Seiin Koukou Danshi Volley-bu,tv,12.0
13550,2.43: Seiin Koukou Danshi Volley-bu Mini Anime,ona,8.0
9837,20-pun de Oitsukeru: Shingeki no Kyojin,ona,1.0
10200,21-ji no Onna: Newscaster Katsuragi Miki,ova,3.0
6661,22/7: 8＋3=?,special,1.0
22234,23:60,movie,1.0
11966,3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!,movie,1.0
7755,3 Choume no Tama: Uchi no Tama Shirimasen ka?,tv,36.0
9370,3-gatsu no Lion: Ugoku! Nya Shogi,special,10.0
15072,3-nen D-gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,movie,1.0
2481,3D Kanojo: Real Girl,tv,12.0
803,3D Kanojo: Real Girl 2nd Season,tv,12.0
4409,3x3 Eyes: Seima Densetsu,ova,3.0
21396,5 Dong 32 Hao: Hesui Fan,ona,4.0
9168,8-gatsu no Symphony: Shibuya 2002-2003,movie,1.0
6922,8-shaku 8-wa Kerakumeguri: Igyou Kaikitan The Animation,ova,3.0
20207,81 Hao Nongchang: Baowei Mai Ji,movie,1.0
20354,81 Hao Nongchang: Fengkuang de Mai Ji,movie,1.0
3454,86 Special Edition: Senya ni Akaku Hinageshi no Saku,special,1.0
4991,91 Days: Mijikai Rousoku,special,1.0
3292,"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",special,1.0
21933,A Cappella Samurai: Harmony-tai wa Edo wo Sukuu,ona,
22325,A Fu Man Youji: Wuxi Renjie,tv,80.0
22883,A Mi Luo: Ge Hai Qi Yuan,tv,13.0
22801,A Mi Luo: Kongzhong Dalu,tv,13.0
3996,A-Channel: +A-Channel,special,11.0
5561,A-Channel: Nabe wo Tabeyou,special,1.0
10488,A-ra-shi: Reborn,music,1.0
17250,AAA de Ikou!!: Yuuna & Akiko,ova,1.0
969,ACCA: 13-ku Kansatsu-ka,tv,12.0
3820,ACCA: 13-ku Kansatsu-ka - Regards,ova,1.0
5675,ACCA: 13-ku Kansatsu-ka Specials,special,6.0
20162,AEIOUdan: Douro no Tadashii Watari Kata,ova,1.0
7681,AIKa R-16: Virgin Mission,ova,3.0
9614,AIKa: Special Trial,ova,1.0
11481,AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series,tv,26.0
1744,AKB0048: Next Stage,tv,13.0
21128,AOTU Xueyuan: Ge Rui de Xinnian,ona,1.0
13535,ARP Backstage Pass: Celebrate Good Time - Short Stories,special,1.0
12425,ARP Backstage Pass: Paradise,special,1.0
21004,AU: Baoxiao Xiaoyuan,tv,60.0
22210,AU: De Fannao,tv,26.0
22270,AU: De Fannao 2nd Season,tv,26.0
22212,AU: De Richang,tv,5.0
21970,AU: Kaixin Tongnian,tv,60.0
22138,AU: Mengxiang Xilie,tv,40.0
22209,AU: Shen Qihuan Jing,tv,26.0
22024,AU: Shenqi Luobo,tv,52.0
22207,AU: Shenqi Luobo 2nd Season,tv,26.0
22136,AU: Shenqi Luobo 3rd Season,tv,26.0
22137,AU: Tong Qu Xilie,tv,100.0
22208,AU: Tu Zhi Lai Le,tv,26.0
22268,AU: Tu Zhi Lai Le 2nd Season,tv,26.0
21903,AU: Wei Cengzhang Jia You,tv,60.0
22269,AU: Xue Kexue,tv,32.0
22211,AU: Xue Kexue 2nd Season,tv,30.0
4161,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,tv,48.0
9118,Abandon: 100 Nuki Shinai to Derarenai Fushigi na Kyoushitsu,ova,
15655,Abe George Kattobi Seishun Ki: Shibuya Honky Tonk,ova,4.0
10814,Abunai Sisters: Koko & Mika,ova,10.0
6200,Accel World: Acchel World.,special,8.0
4160,Accel World: Infinite∞Burst,movie,1.0
4918,Accelerando: Datenshi-tachi no Sasayaki,ova,4.0
1699,Acchi Kocchi: Place=Princess,special,1.0
7138,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari,tv,12.0
6410,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,tv,12.0
6912,Actors: Songs Connection,tv,12.0
18723,Aerover: Pinigseuui Buhwal,tv,13.0
18463,Aerover: Seupeiseu Drone Gwihwan,tv,13.0
17064,Afghanistan Paghman-mura no Monogatari: Boku no Mura ni Circus ga Kita,ova,1.0
16934,Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,ova,1.0
1602,Afro Samurai: Resurrection,movie,1.0
15080,Age of Obscure: Boubaku Jidai,movie,1.0
2205,Aggressive Retsuko: We Wish You a Metal Christmas,ona,1.0
15013,Agukaru: Play with Ibaraki-hen,ona,20.0
15692,Agukaru: Play with Ibaraki-hen Episode 0,ona,1.0
10663,Aguu: Tensai Ningyou,tv,12.0
7630,Ai Monogatari: 9 Love Stories,ova,1.0
6610,Ai Shimai 2: Futari no Kajitsu,ova,2.0
6392,Ai Shimai: Futari no Kajitsu,ova,3.0
13995,Ai Uta: Since 2007,music,1.0
2612,Ai Yori Aoshi: Enishi,tv,12.0
4189,Ai Yori Aoshi: Enishi - Miyuki,special,1.0
5304,Ai Yori Aoshi: Yumegatari,special,1.0
8267,Ai no Katachi: Ecchi na Onnanoko wa Kirai... desu ka?,ova,2.0
16996,Ai no Kiseki: Doctor Norman Monogatari,special,1.0
14037,Ai to Ken no Camelot: Mangaka Marina Time Slip Jiken,ova,1.0
19812,Ai to Yuuto: Hajimete no Otsukai,movie,1.0
5204,Aikatsu Friends!: Kagayaki no Jewel,tv,26.0
16611,Aikatsu! 10th Story: Mirai e no Starway,movie,1.0
9890,Aikatsu! 10th Story: Mirai e no Starway (2023),movie,1.0
6326,Aikatsu! Music Award: Minna de Shou wo MoracchaimaShow!,movie,1.0
8967,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,special,1.0
5574,Aikatsu!: Nerawareta Mahou no Aikatsu! Card,movie,1.0
11902,Ail Maniax: Inma Seifukugari & Majogari no Yoru ni,ova,3.0
1472,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,ova,3.0
10152,Aisei Tenshi Love Mary: Akusei Jutai - The Animation,ova,2.0
8304,Aishen Qiaokeli-ing: Wanjie Jinian,ona,1.0
19997,Aishiteru yo McCrea: McCrea no Koutsuu Anzen,ova,1.0
12399,Aitsu to Lullaby: Suiyobi no Cinderella,movie,1.0
6675,Ajimu: Kaigan Monogatari,ona,4.0
2222,Ajin Part 1: Shoudou,movie,1.0
3686,Ajin Part 2: Shoutotsu,movie,1.0
3739,Ajin Part 3: Shougeki,movie,1.0
17847,Akagaki Genzou: Tokuri no Wakare,movie,1.0
1204,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",ova,1.0
8009,Akage no Anne: Green Gables e no Michi,movie,1.0
18929,Akai Hoshi Aoi Hoshi: Tenmon Carat no Hoshi kara,music,1.0
9313,Akai Kiba: Blue Sonnet,ova,5.0
11897,Akai Koudan Zillion: Utahime Yakyoku,ova,1.0
11145,"Akai Shouzou: Char, Soshite Frontal e",special,1.0
5288,Akaneiro ni Somaru Saka: Hardcore,special,1.0
8367,Akashic Re:cords,ona,1.0
9938,Akebi no Hana: Maho,ova,1.0
6258,Aki-Sora: Yume no Naka,ova,2.0
10271,Akichi Asobi: Playground,movie,1.0
7538,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,movie,1.0
6354,Akikan!: Kan Ippatsu!? Onsen Panic,ova,1.0
18354,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,ona,27.0
5564,Aku no Onna Kanbu: Full Moon Night,ova,1.0
5876,Aku no Onna Kanbu: Full Moon Night R,ova,2.0
18193,Akuei to Gacchinpo The Movie: Chelsea no Gyakushuu/Akuei to Mahou no Hammer,movie,1.0
17560,Akuei to Gacchinpo: Tenkomori,tv,12.0
18274,Akuei to Gacchinpo: Tenkomori - Maboroshi no Omake Episode,special,1.0
10951,Akuma Tou no Prince: Mitsume ga Tooru,special,1.0
4890,Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,special,1.0
12265,Akuma-kun: Youkoso Akuma Land e!!,movie,1.0
16256,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,tv,
22495,Ali Meng Zhi Dao: Wo de Yun,ona,10.0
22078,Alibaba 2: Solomon Fengyin,movie,1.0
11550,Alice Gear Aegis: Doki! Actress Darake no Mermaid Grand Prix♥,ova,1.0
13527,Aloha! Youkai Watch: Rakuen Hawaii de Geragerapou!!,ona,1.0
6790,Alps Monogatari: Watashi no Annette,tv,48.0
13669,Alps Monogatari: Watashi no Annette Specials,special,2.0
8312,Alps no Shoujo Heidi: Alm no Yama-hen,movie,1.0
7974,Alps no Shoujo Heidi: Heidi to Clara-hen,movie,1.0
6340,Altered Carbon: Resleeved,ona,1.0
12016,Amada Anime Series: Super Mario Brothers,ova,3.0
5646,Amaenaide yo!! Katsu!!: Damasarenaide yo!!,special,1.0
5257,Amaenaide yo!!: Yasumanaide yo!!,special,1.0
2783,Amagami SS+ Plus: Extra Episode+ Plus,special,6.0
2437,Amagami SS: Tachibana Miya-hen - Imouto,special,1.0
1996,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,special,1.0
4407,Amagi Brilliant Park: Wakuwaku Mini Theater - Rakugaki Backstage,special,7.0
8382,Amai Choubatsu: Watashi wa Kanshu Senyou Pet,ona,13.0
19583,Amanchu!: Upyopyo Dive Tsukkome! Amazon no Sekai!,special,1.0
9760,Amanchu!: Upyopyo Dive Tsukkome! Umi no Sekai!,special,6.0
3053,Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,ova,1.0
4025,Amanee!: Tomodachinchi de Konna Koto ni Naru Nante!,ova,1.0
11651,Ame-iro Cocoa Series: Ame-con!!,tv,12.0
10432,Ame-iro Cocoa: Rainy Color e Youkoso!,tv,12.0
11039,Ame-iro Cocoa: Side G,tv,12.0
5491,Amon: Devilman Mokushiroku,ova,1.0
9275,Anata no Shiranai Kangofu: Seiteki Byoutou 24 Ji,ova,2.0
10489,Anata wo Hitokoto de Arawashite Kudasai: no Shitsumon ga Nigate da.,ona,1.0
9301,Ancien to Mahou no Tablet: Mou Hitotsu no Hirune Hime,ona,2.0
5731,Andersen Douwa: Ningyohime,movie,1.0
4740,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,ova,2.0
4554,Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,ova,2.0
4704,Ane Koi: Suki Kirai Daisuki.,ova,2.0
5886,Ane Kyun!: Joshi ga Ie ni Kita!,ova,1.0
8579,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,ova,6.0
10877,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue Specials,special,3.0
6902,Ane Log: Moyako Neesan no Tomaranai Monologue,ova,3.0
4703,Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai,ova,
9716,Angel Blade: Ultimate Edition - Tokuteneizou,special,1.0
10233,Angel Core: Tenshi-tachi no Sumika,ova,2.0
10093,Angelique: Seichi yori Ai wo Komete,ova,3.0
10725,Angelique: Shiroi Tsubasa no Memoire,ova,2.0
11654,Angelique: Twin Collection,ova,8.0
2772,Angolmois: Genkou Kassenki,tv,12.0
9779,Ani x Para: Anata no Hero wa Dare desu ka,special,16.0
11941,Animation Kikou: Marco Polo no Bouken,tv,43.0
17030,Animation de Tsutaeru: Hibakusha kara no Tegami,ona,9.0
16754,Anime Document: München e no Michi,tv,16.0
9766,Anime Koukyoushi: Jungle Taitei,ova,1.0
9052,Anime Sanjuushi: Aramis no Bouken,movie,1.0
19807,Anime de Tanoshiku Manabu Koutsuu Anzen: Tenshi no Kotencotenco,ova,1.0
18131,Anime-ban Little★Nicky: Henachoko Akuma Nicky no NY Taikenki,ona,6.0
11922,"Animegataris: Yuku Toshi, Kuru Toshi",ona,1.0
10849,Animentary: Ketsudan,tv,25.0
12000,Anitore! EX: Jigoku no Training,special,5.0
9022,Anitore! XX: Hitotsu Yane no Shita de,tv,12.0
12967,Anitore! XX: Hitotsu Yane no Shita de Specials,special,6.0
11686,Anne no Nikki: Anne Frank Monogatari,special,1.0
22225,Annyeong Jadoo: Eondeo Deo Ssi,special,1.0
22336,Annyeong Jadoo: Hyonyeojadu & Eomjigongju,special,1.0
22089,Annyeong Jadoo: In-eogongju Pyeon,special,1.0
22901,Annyeong Jadoo: Jindallaeui Bimil,special,1.0
22154,Annyeong Jadoo: Seoyugi Eojjeoda Yeong-ung,special,1.0
16511,"Annyeong, Tyrano: Yeong-wonhi, Hamkke",movie,1.0
3672,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,special,1.0
17077,"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",special,1.0
2636,"Ano Natsu de Matteru: Bokutachi wa Koukou Saigo no Natsu wo Sugoshinagara, Ano Natsu de Matteiru.",special,1.0
6725,Another: Misaki Mei - Shizukani,music,1.0
1475,Another: The Other - Inga,ova,1.0
1718,Ansatsu Kyoushitsu: 365-nichi no Jikan,movie,1.0
1378,Ansatsu Kyoushitsu: Deai no Jikan,special,1.0
2367,Ansatsu Kyoushitsu: Jump Festa 2013 Special,special,1.0
1530,Ansatsu Kyoushitsu: Kagaijugyou-hen,ona,8.0
18961,Anzen Kakunin: Kenta to Nyanta no Koutsuu Anzen,ova,1.0
1710,Ao no Exorcist: Kuro no Iede,special,1.0
945,Ao no Exorcist: Kyoto Fujouou-hen,tv,12.0
2843,Ao no Exorcist: Kyoto Fujouou-hen OVA,ova,2.0
2660,Ao no Exorcist: Ura Ex,special,10.0
19316,Ao no Orchestra: 5-bu de Tanoshii Classic,ona,19.0
2797,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,special,1.0
16653,Aoi Kioku: Manmou Kaitaku to Shounen-tachi,movie,1.0
1500,Aoki Hagane no Arpeggio: Ars Nova,tv,12.0
7674,Aoki Hagane no Arpeggio: Ars Nova - Kirikumas,special,13.0
2603,Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,movie,1.0
1852,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,movie,1.0
16475,Aoki Uru: Overture,special,1.0
17819,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,movie,1.0
9024,Appleseed XIII Remix Movie 1: Yuigon,movie,1.0
8898,Appleseed XIII Remix Movie 2: Yogen,movie,1.0
10798,Aquarian Age: Saga II - Don't Forget Me...,ova,1.0
7924,Aquarian Age: Sign for Evolution,tv,13.0
6439,Aquarion Movie: Ippatsu Gyakuten-hen,movie,1.0
7337,Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,ova,1.0
16433,Ar:pieL - 6-seosgae-ui Unmyeong,ona,3.0
12374,Arabian Night: Sindbad no Bouken,movie,1.0
4350,Arabian Nights: Sindbad no Bouken (TV),tv,52.0
5237,Arad Senki: Slap Up Party,tv,26.0
13300,Arad: Gyakuten no Wa,tv,13.0
11812,Arad: Suming Zhi Men,ona,20.0
4620,Araiya-san!: Ore to Aitsu ga Onnayu de!?,ona,8.0
9283,"Arano no Sakebi Koe: Hoero, Buck",special,1.0
8025,Arashi no Yoru ni: Himitsu no Tomodachi,tv,26.0
6609,Arata naru Sekai: World's/Start/Load/End,ova,1.0
4639,Arcana Famiglia: Capriccio - stile Arcana Famiglia,ova,1.0
12147,Arei no Kagami: Way to the Virgin Space,movie,1.0
8156,Argento Soma: Hitori to Hitori,special,1.0
16324,Argonavis Movie: Axia,movie,1.0
16385,Argonavis Movie: Ryuusei no Obligato,movie,1.0
3216,Aria the Natural: Sono Futatabi Deaeru Kiseki ni...,special,1.0
1492,Aria the OVA: Arietta,ova,1.0
1984,Aria the Origination: Sono Choppiri Himitsu no Basho ni...,special,1.0
16798,Aries: Shinwa no Seizakyuu,ova,1.0
3559,Arifureta Shokugyou de Sekai Saikyou: Arifureta Yorimichi de Sekai Saikyou,special,1.0
3516,Arifureta Shokugyou de Sekai Saikyou: Maboroshi no Bouken to Kiseki no Kaigou,ova,1.0
5146,Arifureta Shokugyou de Sekai Saikyou: Prologue,ona,1.0
20585,Arigatou: Kokoro no Bara,music,1.0
16172,Arknights: Fuyukomori Kaerimichi,tv,
2677,Arknights: Reimei Zensou,tv,8.0
4446,Armitage III: Dual-Matrix,movie,1.0
3953,Armitage III: Poly-Matrix,movie,1.0
14309,Armored Core: Fort Tower Song,ona,1.0
6053,Arslan Senki (TV): Arsen 4-koma Gekijou,special,8.0
1135,Arslan Senki (TV): Fuujin Ranbu,tv,8.0
9013,Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,special,4.0
5791,Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,special,1.0
19692,Aru Mori no wo Hanashi: Rururu no Rule,ova,1.0
6436,Arve Rezzle: Kikaijikake no Yousei-tachi,movie,1.0
13548,Asa ga Kuru mae ni: Sasurai Version,music,1.0
14413,Asari-chan: Ai no Marchen Shoujo,movie,1.0
9838,Asatir: Mirai no Mukashi Banashi,tv,13.0
11360,Asgaldh: The Distortion Testament,ova,3.0
11506,Ashita Genki ni Nare!: Hanbun no Satsumaimo,movie,1.0
17033,Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,movie,1.0
8137,Asience: Kami wa Onna no Inochi,special,1.0
1781,Asobi Asobase: Cosplay Taikai/Otona no Watashi e,ova,1.0
3904,Asobi ni Iku yo!: Asobi ni Oide,ova,1.0
7204,Asobi ni Iku yo!: Asobi ni Oide - Owari,special,1.0
4719,Assault Lily: Bouquet,tv,12.0
8798,Assault Lily: Fruits,ona,13.0
3727,Astro Boy: Tetsuwan Atom,tv,50.0
10008,Astro Boy: Tetsuwan Atom - 10-man Kounen no Raihousha - IGZA,movie,1.0
9218,Astro Boy: Tetsuwan Atom - Getsumen Kichi - Kieta Robot no Nazo,movie,1.0
17093,Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,movie,1.0
17668,Asuka: Nihon no Rekishi,ova,20.0
9310,Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,tv,24.0
10750,Atashin'chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,movie,1.0
14550,Atelier Petros Joukuu Gekijou: Sentaku Shima no Sentaku Tori,ona,1.0
4285,Atom: The Beginning,tv,12.0
16207,Atri: My Dear Moments,tv,
23244,Atsumare! Kakkoii Ichinensei Power!: Korasho Kyuushutsu Daisakusen,ova,1.0
11946,Attack No.1: Namida no Fushichou,movie,1.0
11363,Attack No.1: Namida no Kaiten Receive,movie,1.0
11560,Attack No.1: Namida no Sekai Senshuken,movie,1.0
13164,Auction: Bijo Dorei,ova,1.0
21335,Aura Xing: Jinji Sheng Dian,movie,1.0
1862,Aura: Maryuuin Kouga Saigo no Tatakai,movie,1.0
7721,Avengers Confidential: Black Widow to Punisher,movie,1.0
18094,Aware! Meisaku-kun: DVD Hatsubai Kettei!,ona,
18615,Aware! Meisaku-kun: Human Academy Robot Kyoushitsu,ona,2.0
16017,Aware! Meisaku-kun: Ito-Yokado no Randsell,ona,1.0
17763,Aware! Meisaku-kun: Meiji Saite Oishii Mozzarella,special,1.0
17816,Aware! Meisaku-kun: Oronamin C,special,1.0
18718,Aware! Meisaku-kun: Q&A Corner,ona,
19670,Aware! Meisaku-kun: Ryuuguuchuu-hen,ona,14.0
17906,Aware! Meisaku-kun: Short Douga,ona,
2044,Ayakashi: Japanese Classic Horror,tv,11.0
3064,Azumanga Daiou: Gekijou Tanpen,special,1.0
3255,Azur Lane: Bisoku Zenshin!,tv,12.0
5883,Azur Lane: Bisoku Zenshin! Hokorashiki Bokou ni Shukusai wo,special,1.0
8558,Azur Lane: Queen's Orders,ova,2.0
4723,B-Project: Kodou*Ambitious,tv,12.0
16307,B-Project: Netsuretsu*Love Call,tv,
5571,B-Project: Zecchou*Emotion,tv,12.0
1584,B: The Beginning,ona,12.0
5833,B: The Beginning Succession,ona,6.0
10250,BaBuKa: Gokudou no Tsuma,ova,2.0
2534,Back Street Girls: Gokudolls,tv,10.0
14326,Backkom: Jung-gug Gijeogwi,special,1.0
21574,Bai Bian Ji Shou: Luo Luo Lixian Ji,tv,52.0
23147,Bai Bian Xiao Ba: Chao Xue Xianfeng,tv,26.0
23148,Bai Bian Xiao Ba: Chao Xue Xianfeng 2nd Season,tv,26.0
23940,Bai Bian Xiao Jia: Xiao Jia Xiang Qian Chong,ona,52.0
23765,Bai Li Xiong: Meili de Da Senlin,tv,26.0
23658,Bai Li Xiong: Shenmi Hei Yi Ren,tv,26.0
23562,Bai Li Xiong: Yunwu Shan De Mimi,tv,26.0
16583,Bai She Chuan: Bai Suzhen,movie,1.0
4650,Bai She II: Qing She Jie Qi,movie,1.0
3682,Bai She: Yuan Qi,movie,1.0
21308,Bai Shou Zong Dong Yuan: Konglong Yongshi Dang An,ona,10.0
22456,Bai Yue Lixian Ji: Zhuang Jin Mima,tv,13.0
23493,Baitou Ye Hou: Jia Hou Zhuang Zhuang,tv,26.0
22263,Baixue Gongzhu: Airen Liliang,movie,1.0
22132,Baixue Gongzhu: Shenmi Baba,movie,1.0
7649,Baja no Studio: Baja no Mita Umi,ova,1.0
17647,Baka Mukashibanashi Movie: Jijii Wars,movie,1.0
22744,Baka Mukashibanashi: Sono Ni,ova,4.0
3702,Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,special,1.0
1064,Baka to Test to Shoukanjuu: Matsuri,ova,2.0
4347,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",ona,1.0
4695,Baka to Test to Shoukanjuu: Matsuri - Sentakushi Ikou nomi,special,6.0
4449,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,ona,1.0
3028,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,special,6.0
902,Baki: Dai Raitaisai-hen,ona,13.0
5264,Baki: Most Evil Death Row Convicts Special Anime,ova,1.0
3376,Baku Ane 2: Otouto Ippai Shibocchau zo! The Animation,ova,1.0
2307,Baku Ane: Otouto Shibocchau zo! The Animation,ova,1.0
5390,Bakugan Battle Brawlers: Gundalian Invaders,tv,39.0
5804,Bakugan Battle Brawlers: Mechtanium Surge,ona,46.0
4282,Bakugan Battle Brawlers: New Vestroia,tv,52.0
10894,Bakugan: Armored Alliance,tv,52.0
10032,Bakugan: Battle Planet,tv,50.0
14152,Bakugan: Battle Planet Short Anime,ona,50.0
13479,Bakugan: Evolutions,ona,26.0
12411,Bakugan: Geogan Rising,ona,26.0
17643,Bakugan: Legends,ona,13.0
4070,Bakuman.: Deraman.,special,2.0
11203,Bakumatsu Rock: Mystery! Onsen Kaijiken ze yo!!,ova,1.0
21407,Bakuon Otoko: Bommerman,music,1.0
4930,Bakuretsu Tenshi: Infinity,ova,1.0
6913,Bakuretsu Tenshi: Infinity Special,special,1.0
5467,Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi,movie,1.0
19122,Bakutsuri Bar Hunter Movie: Nazo no Barcode Trial! Bakutsure! Shinkaigyo Poseidon,movie,1.0
12696,Balala Xiao Mo Xian Zhi: Feiyue Cai Ling Bao,tv,26.0
11135,Balala Xiao Mo Xian Zhi: Meng Huan Xuan Lu,tv,52.0
12148,Balala Xiao Mo Xian: Caihong Xin Shi,tv,36.0
13781,Balala Xiao Mo Xian: Feiyue Cai Ling Bao 2nd Season,tv,26.0
16414,Balala Xiao Mo Xian: Mofa Hai Ying Bao,tv,26.0
22060,Balala Xiao Mo Xian: Mofa Hai Ying Bao 2nd Season,tv,26.0
24564,Balala Xiao Mo Xian: Mofa Xing Yuan Bao,tv,26.0
12567,Balala Xiao Mo Xian: Qiji Wubu,tv,52.0
12764,Balthus: Tia no Kagayaki,ova,1.0
12927,Bamboo Blade: CM Fanfu-Fufe-Fo,special,24.0
13266,Bamboo Blade: Fanfu-Fufe-Fo,special,2.0
4316,BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,ona,2.0
2659,BanG Dream! Garupa☆Pico: Oomori,ona,26.0
3293,BanG Dream! Movie: Episode of Roselia - I: Yakusoku,movie,1.0
3121,BanG Dream! Movie: Episode of Roselia - II: Song I Am.,movie,1.0
3811,BanG Dream! Movie: Poppin' Dream!,movie,1.0
4016,BanG Dream!: Asonjatta!,special,1.0
5225,Bananya: Fushigi na Nakama-tachi,tv,13.0
21598,Bang Bang Long Chudong: Chuanshuo Zhong De Longwang,ona,16.0
23414,Bao Chong Huojian Che: Che Wang Zhi Zhan,tv,26.0
23415,Bao Chong Huojian Che: Fei Qing de Zhaohuan,tv,26.0
23138,Bao Ji Qiangshou: AK Xiyou,ona,12.0
23776,Bao Ji Qiangshou: T de Richang,ona,6.0
24129,Baobao Bashi: Qimiao Hanzi,ona,48.0
23979,Baobao Bashi: Qimiao Hao Xiguan,ona,17.0
23838,Baobao Bashi: Qimiao Jiuyuan Dui,ona,32.0
23978,Baobao Bashi: Qimiao Shuxue Da Maoxian,ona,24.0
23839,Baobao Bashi: Qimiao de Jieri,ona,9.0
23837,Baobao Bashi: Xiongmao Qi Qi,ona,16.0
20777,Baobao Yue Xuetang: Binfen Kuaile Hao,tv,180.0
21005,Baobao Yue Xuetang: Fengkuang Tushu Guan,tv,150.0
20743,Baobao Yue Xuetang: Kuaile Tonghua Cheng,tv,250.0
21006,Baobao Yue Xuetang: Qimiao Wanhuatong,tv,150.0
20882,Baobao Yue Xuetang: Xiha Maoxian Dao,tv,100.0
20981,Baobao Yue Xuetang: Zhihui Xingyun Xing,tv,150.0
21760,Baobei Nuer Hao Mama: Chi Jiyi De Daxue Qiu,movie,1.0
22429,Baobei Nuer Hao Mama: Kuaile De Jiating,tv,100.0
19380,Baolie Feiche 3: Shou Shen Heti,ona,52.0
19457,Baolie Feiche II: Xing Neng Juexing,ona,26.0
23899,Baosheng Dadi: Qi Er Duo Bao,tv,52.0
